User ID,Session ID,Event Time,Event,Device,Region,Channel,Product Category,Revenue,Bonus Flag
USR-00029,SES-00029,2025-12-16 08:23:29.403010,Browse,Mobile,East,Email,Sports,0.0,Yes
USR-00030,SES-00030,2025-12-31 23:43:46.015789,Browse,Mobile,North,Social Media,Electronics,0.0,Yes
USR-00030,SES-00030,2025-12-31 23:48:46.015789,Add to Cart,Mobile,North,Social Media,Electronics,0.0,Yes
USR-00030,SES-00030,2025-12-31 23:53:46.015789,Checkout,Mobile,North,Social Media,Electronics,0.0,Yes
USR-00031,SES-00031,2025-12-15 14:27:36.681371,Browse,Mobile,West,Social Media,Fashion,0.0,Yes
USR-00031,SES-00031,2025-12-15 14:32:36.681371,Add to Cart,Mobile,West,Social Media,Fashion,0.0,Yes
USR-00032,SES-00032,2025-12-09 20:45:43.104462,Browse,Desktop,South,Organic,Beauty,0.0,Yes
USR-00033,SES-00033,2026-01-08 03:05:26.792799,Browse,Tablet,South,Social Media,Beauty,0.0,Yes
USR-00033,SES-00033,2026-01-08 03:09:26.792799,Add to Cart,Tablet,South,Social Media,Beauty,0.0,Yes
USR-00034,SES-00034,2025-12-17 11:50:06.624110,Browse,Tablet,East,Email,Electronics,0.0,Yes
USR-00035,SES-00035,2025-12-31 02:54:01.055814,Browse,Mobile,West,Organic,Fashion,0.0,Yes
USR-00035,SES-00035,2025-12-31 02:56:01.055814,Add to Cart,Mobile,West,Organic,Fashion,0.0,Yes
USR-00035,SES-00035,2025-12-31 02:59:01.055814,Checkout,Mobile,West,Organic,Fashion,0.0,Yes
USR-00036,SES-00036,2025-12-26 02:31:35.574667,Browse,Tablet,South,Organic,Beauty,0.0,Yes
USR-00036,SES-00036,2025-12-26 02:34:35.574667,Add to Cart,Tablet,South,Organic,Beauty,0.0,Yes
USR-00036,SES-00036,2025-12-26 02:37:35.574667,Checkout,Tablet,South,Organic,Beauty,0.0,Yes
USR-00036,SES-00036,2025-12-26 02:40:35.574667,Purchase,Tablet,South,Organic,Beauty,141.85,No
USR-00037,SES-00037,2025-12-31 10:33:10.080794,Browse,Desktop,East,Email,Home,0.0,Yes
USR-00037,SES-00037,2025-12-31 10:38:10.080794,Add to Cart,Desktop,East,Email,Home,0.0,Yes
USR-00038,SES-00038,2025-12-26 23:50:24.637006,Browse,Mobile,East,Social Media,Fashion,0.0,Yes
USR-00038,SES-00038,2025-12-26 23:54:24.637006,Add to Cart,Mobile,East,Social Media,Fashion,0.0,Yes
USR-00038,SES-00038,2025-12-26 23:58:24.637006,Checkout,Mobile,East,Social Media,Fashion,0.0,Yes
USR-00039,SES-00039,2025-12-10 06:32:18.971472,Browse,Mobile,South,Social Media,Home,0.0,Yes
USR-00039,SES-00039,2025-12-10 06:37:18.971472,Add to Cart,Mobile,South,Social Media,Home,0.0,Yes
USR-00040,SES-00040,2025-12-28 17:38:48.682101,Browse,Desktop,East,Organic,Home,0.0,Yes
USR-00041,SES-00041,2026-01-05 10:33:02.975126,Browse,Desktop,North,Email,Home,0.0,Yes
USR-00042,SES-00042,2025-12-11 06:30:00.471870,Browse,Tablet,South,Organic,Fashion,0.0,Yes
USR-00042,SES-00042,2025-12-11 06:34:00.471870,Add to Cart,Tablet,South,Organic,Fashion,0.0,Yes
USR-00043,SES-00043,2025-12-12 02:16:13.412316,Browse,Mobile,West,Organic,Electronics,0.0,Yes
USR-00043,SES-00043,2025-12-12 02:19:13.412316,Add to Cart,Mobile,West,Organic,Electronics,0.0,Yes
USR-00043,SES-00043,2025-12-12 02:24:13.412316,Checkout,Mobile,West,Organic,Electronics,0.0,Yes
USR-00044,SES-00044,2025-12-25 17:05:49.514301,Browse,Desktop,North,Email,Beauty,0.0,Yes
USR-00044,SES-00044,2025-12-25 17:09:49.514301,Add to Cart,Desktop,North,Email,Beauty,0.0,Yes
USR-00045,SES-00045,2025-12-28 14:59:51.066717,Browse,Tablet,East,Social Media,Electronics,0.0,Yes
USR-00045,SES-00045,2025-12-28 15:02:51.066717,Add to Cart,Tablet,East,Social Media,Electronics,0.0,Yes
USR-00045,SES-00045,2025-12-28 15:05:51.066717,Checkout,Tablet,East,Social Media,Electronics,0.0,Yes
USR-00045,SES-00045,2025-12-28 15:08:51.066717,Purchase,Tablet,East,Social Media,Electronics,492.44,No
USR-00046,SES-00046,2025-12-16 06:08:41.703575,Browse,Desktop,North,Social Media,Home,0.0,Yes
USR-00046,SES-00046,2025-12-16 06:13:41.703575,Add to Cart,Desktop,North,Social Media,Home,0.0,Yes
USR-00046,SES-00046,2025-12-16 06:18:41.703575,Checkout,Desktop,North,Social Media,Home,0.0,Yes
USR-00047,SES-00047,2025-12-19 05:37:34.264831,Browse,Tablet,East,Organic,Sports,0.0,Yes
USR-00047,SES-00047,2025-12-19 05:39:34.264831,Add to Cart,Tablet,East,Organic,Sports,0.0,Yes
USR-00047,SES-00047,2025-12-19 05:41:34.264831,Checkout,Tablet,East,Organic,Sports,0.0,Yes
USR-00048,SES-00048,2025-12-14 07:59:39.158093,Browse,Mobile,West,Email,Home,0.0,Yes
USR-00048,SES-00048,2025-12-14 08:02:39.158093,Add to Cart,Mobile,West,Email,Home,0.0,Yes
USR-00049,SES-00049,2026-01-01 22:36:53.997865,Browse,Tablet,North,Email,Fashion,0.0,Yes
USR-00049,SES-00049,2026-01-01 22:40:53.997865,Add to Cart,Tablet,North,Email,Fashion,0.0,Yes
USR-00049,SES-00049,2026-01-01 22:43:53.997865,Checkout,Tablet,North,Email,Fashion,0.0,Yes
USR-00050,SES-00050,2025-12-16 05:58:08.671776,Browse,Tablet,South,Email,Beauty,0.0,Yes
USR-00050,SES-00050,2025-12-16 06:01:08.671776,Add to Cart,Tablet,South,Email,Beauty,0.0,Yes
USR-00050,SES-00050,2025-12-16 06:03:08.671776,Checkout,Tablet,South,Email,Beauty,0.0,Yes
USR-00051,SES-00051,2025-12-24 17:55:37.272821,Browse,Mobile,East,Social Media,Home,0.0,Yes
USR-00051,SES-00051,2025-12-24 17:59:37.272821,Add to Cart,Mobile,East,Social Media,Home,0.0,Yes
USR-00052,SES-00052,2025-12-11 20:29:51.529399,Browse,Tablet,South,Email,Home,0.0,Yes
USR-00052,SES-00052,2025-12-11 20:32:51.529399,Add to Cart,Tablet,South,Email,Home,0.0,Yes
USR-00052,SES-00052,2025-12-11 20:34:51.529399,Checkout,Tablet,South,Email,Home,0.0,Yes
USR-00053,SES-00053,2025-12-22 17:15:57.959705,Browse,Mobile,East,Google Ads,Electronics,0.0,Yes
USR-00053,SES-00053,2025-12-22 17:20:57.959705,Add to Cart,Mobile,East,Google Ads,Electronics,0.0,Yes
USR-00053,SES-00053,2025-12-22 17:25:57.959705,Checkout,Mobile,East,Google Ads,Electronics,0.0,Yes
USR-00053,SES-00053,2025-12-22 17:27:57.959705,Purchase,Mobile,East,Google Ads,Electronics,76.57,No
USR-00054,SES-00054,2025-12-11 14:16:58.607259,Browse,Desktop,East,Email,Sports,0.0,Yes
USR-00054,SES-00054,2025-12-11 14:20:58.607259,Add to Cart,Desktop,East,Email,Sports,0.0,Yes
USR-00054,SES-00054,2025-12-11 14:23:58.607259,Checkout,Desktop,East,Email,Sports,0.0,Yes
USR-00055,SES-00055,2026-01-06 02:32:52.530726,Browse,Mobile,North,Google Ads,Fashion,0.0,Yes
USR-00056,SES-00056,2026-01-04 14:00:15.143795,Browse,Tablet,North,Email,Fashion,0.0,Yes
USR-00056,SES-00056,2026-01-04 14:02:15.143795,Add to Cart,Tablet,North,Email,Fashion,0.0,Yes
USR-00057,SES-00057,2026-01-05 12:15:52.625838,Browse,Desktop,South,Google Ads,Electronics,0.0,Yes
USR-00057,SES-00057,2026-01-05 12:20:52.625838,Add to Cart,Desktop,South,Google Ads,Electronics,0.0,Yes
USR-00057,SES-00057,2026-01-05 12:23:52.625838,Checkout,Desktop,South,Google Ads,Electronics,0.0,Yes
USR-00057,SES-00057,2026-01-05 12:26:52.625838,Purchase,Desktop,South,Google Ads,Electronics,82.88,No
USR-00058,SES-00058,2025-12-31 23:47:18.192875,Browse,Tablet,West,Social Media,Fashion,0.0,Yes
USR-00059,SES-00059,2025-12-11 16:34:18.874666,Browse,Mobile,North,Social Media,Beauty,0.0,Yes
USR-00060,SES-00060,2025-12-12 10:27:24.700445,Browse,Desktop,North,Social Media,Beauty,0.0,Yes
USR-00061,SES-00061,2025-12-15 16:19:29.872794,Browse,Desktop,North,Google Ads,Sports,0.0,Yes
USR-00062,SES-00062,2025-12-19 15:44:13.417890,Browse,Mobile,West,Social Media,Electronics,0.0,Yes
USR-00062,SES-00062,2025-12-19 15:48:13.417890,Add to Cart,Mobile,West,Social Media,Electronics,0.0,Yes
USR-00062,SES-00062,2025-12-19 15:53:13.417890,Checkout,Mobile,West,Social Media,Electronics,0.0,Yes
USR-00063,SES-00063,2025-12-14 12:44:58.835849,Browse,Desktop,East,Email,Fashion,0.0,Yes
USR-00063,SES-00063,2025-12-14 12:46:58.835849,Add to Cart,Desktop,East,Email,Fashion,0.0,Yes
USR-00064,SES-00064,2026-01-07 12:11:20.476794,Browse,Mobile,West,Google Ads,Beauty,0.0,Yes
USR-00064,SES-00064,2026-01-07 12:16:20.476794,Add to Cart,Mobile,West,Google Ads,Beauty,0.0,Yes
USR-00065,SES-00065,2025-12-19 19:47:26.296215,Browse,Tablet,North,Social Media,Electronics,0.0,Yes
USR-00065,SES-00065,2025-12-19 19:52:26.296215,Add to Cart,Tablet,North,Social Media,Electronics,0.0,Yes
USR-00066,SES-00066,2026-01-01 11:20:50.435579,Browse,Mobile,South,Organic,Beauty,0.0,Yes
USR-00066,SES-00066,2026-01-01 11:23:50.435579,Add to Cart,Mobile,South,Organic,Beauty,0.0,Yes
USR-00067,SES-00067,2025-12-26 05:34:33.009889,Browse,Mobile,South,Social Media,Beauty,0.0,Yes
USR-00068,SES-00068,2025-12-31 17:42:21.233644,Browse,Mobile,East,Social Media,Electronics,0.0,Yes
USR-00068,SES-00068,2025-12-31 17:46:21.233644,Add to Cart,Mobile,East,Social Media,Electronics,0.0,Yes
USR-00068,SES-00068,2025-12-31 17:48:21.233644,Checkout,Mobile,East,Social Media,Electronics,0.0,Yes
USR-00069,SES-00069,2025-12-23 08:46:00.306942,Browse,Tablet,West,Social Media,Sports,0.0,Yes
USR-00069,SES-00069,2025-12-23 08:49:00.306942,Add to Cart,Tablet,West,Social Media,Sports,0.0,Yes
USR-00070,SES-00070,2025-12-23 04:21:54.579043,Browse,Desktop,North,Email,Electronics,0.0,Yes
USR-00070,SES-00070,2025-12-23 04:23:54.579043,Add to Cart,Desktop,North,Email,Electronics,0.0,Yes
USR-00070,SES-00070,2025-12-23 04:28:54.579043,Checkout,Desktop,North,Email,Electronics,0.0,Yes
USR-00070,SES-00070,2025-12-23 04:33:54.579043,Purchase,Desktop,North,Email,Electronics,107.64,No
USR-00071,SES-00071,2025-12-22 23:36:52.151143,Browse,Mobile,North,Email,Sports,0.0,Yes
USR-00072,SES-00072,2025-12-11 21:36:52.072826,Browse,Desktop,West,Social Media,Beauty,0.0,Yes
USR-00073,SES-00073,2026-01-07 20:58:49.786761,Browse,Desktop,South,Social Media,Fashion,0.0,Yes
USR-00074,SES-00074,2026-01-03 02:09:34.088016,Browse,Mobile,South,Google Ads,Home,0.0,Yes
USR-00074,SES-00074,2026-01-03 02:14:34.088016,Add to Cart,Mobile,South,Google Ads,Home,0.0,Yes
USR-00074,SES-00074,2026-01-03 02:17:34.088016,Checkout,Mobile,South,Google Ads,Home,0.0,Yes
USR-00074,SES-00074,2026-01-03 02:21:34.088016,Purchase,Mobile,South,Google Ads,Home,294.7,No
USR-00075,SES-00075,2025-12-23 01:17:26.451477,Browse,Tablet,South,Organic,Sports,0.0,Yes
USR-00075,SES-00075,2025-12-23 01:20:26.451477,Add to Cart,Tablet,South,Organic,Sports,0.0,Yes
USR-00075,SES-00075,2025-12-23 01:25:26.451477,Checkout,Tablet,South,Organic,Sports,0.0,Yes
USR-00075,SES-00075,2025-12-23 01:27:26.451477,Purchase,Tablet,South,Organic,Sports,489.91,No
USR-00076,SES-00076,2025-12-25 19:58:28.313344,Browse,Tablet,North,Email,Beauty,0.0,Yes
USR-00077,SES-00077,2026-01-02 14:51:39.413491,Browse,Tablet,North,Social Media,Fashion,0.0,Yes
USR-00077,SES-00077,2026-01-02 14:53:39.413491,Add to Cart,Tablet,North,Social Media,Fashion,0.0,Yes
USR-00077,SES-00077,2026-01-02 14:56:39.413491,Checkout,Tablet,North,Social Media,Fashion,0.0,Yes
USR-00077,SES-00077,2026-01-02 15:01:39.413491,Purchase,Tablet,North,Social Media,Fashion,188.72,No
USR-00078,SES-00078,2025-12-21 17:22:28.533829,Browse,Desktop,North,Google Ads,Fashion,0.0,Yes
USR-00078,SES-00078,2025-12-21 17:25:28.533829,Add to Cart,Desktop,North,Google Ads,Fashion,0.0,Yes
USR-00079,SES-00079,2025-12-28 01:25:52.173306,Browse,Tablet,South,Google Ads,Beauty,0.0,Yes
USR-00079,SES-00079,2025-12-28 01:30:52.173306,Add to Cart,Tablet,South,Google Ads,Beauty,0.0,Yes
USR-00080,SES-00080,2025-12-25 14:03:30.686898,Browse,Desktop,North,Organic,Fashion,0.0,Yes
USR-00080,SES-00080,2025-12-25 14:06:30.686898,Add to Cart,Desktop,North,Organic,Fashion,0.0,Yes
USR-00081,SES-00081,2026-01-06 00:33:58.819154,Browse,Desktop,North,Email,Home,0.0,Yes
USR-00081,SES-00081,2026-01-06 00:38:58.819154,Add to Cart,Desktop,North,Email,Home,0.0,Yes
USR-00081,SES-00081,2026-01-06 00:40:58.819154,Checkout,Desktop,North,Email,Home,0.0,Yes
USR-00082,SES-00082,2026-01-02 15:43:54.137666,Browse,Tablet,South,Google Ads,Electronics,0.0,Yes
USR-00082,SES-00082,2026-01-02 15:47:54.137666,Add to Cart,Tablet,South,Google Ads,Electronics,0.0,Yes
USR-00083,SES-00083,2025-12-14 02:58:58.217889,Browse,Tablet,South,Organic,Fashion,0.0,Yes
USR-00083,SES-00083,2025-12-14 03:02:58.217889,Add to Cart,Tablet,South,Organic,Fashion,0.0,Yes
USR-00084,SES-00084,2026-01-06 22:27:27.198415,Browse,Mobile,East,Google Ads,Fashion,0.0,Yes
USR-00085,SES-00085,2025-12-28 02:08:49.572607,Browse,Desktop,South,Email,Fashion,0.0,Yes
USR-00086,SES-00086,2025-12-18 05:28:05.616412,Browse,Mobile,West,Social Media,Sports,0.0,Yes
USR-00086,SES-00086,2025-12-18 05:32:05.616412,Add to Cart,Mobile,West,Social Media,Sports,0.0,Yes
USR-00087,SES-00087,2026-01-04 16:13:48.093309,Browse,Desktop,East,Social Media,Home,0.0,Yes
USR-00088,SES-00088,2025-12-27 07:49:08.674321,Browse,Desktop,North,Social Media,Fashion,0.0,Yes
USR-00088,SES-00088,2025-12-27 07:52:08.674321,Add to Cart,Desktop,North,Social Media,Fashion,0.0,Yes
USR-00089,SES-00089,2025-12-18 04:03:56.650275,Browse,Desktop,North,Social Media,Electronics,0.0,Yes
USR-00090,SES-00090,2025-12-22 08:29:10.166297,Browse,Tablet,North,Social Media,Home,0.0,Yes
USR-00090,SES-00090,2025-12-22 08:31:10.166297,Add to Cart,Tablet,North,Social Media,Home,0.0,Yes
USR-00091,SES-00091,2026-01-07 09:56:02.518007,Browse,Desktop,West,Email,Fashion,0.0,Yes
USR-00092,SES-00092,2025-12-16 05:26:16.761113,Browse,Mobile,North,Organic,Fashion,0.0,Yes
USR-00092,SES-00092,2025-12-16 05:29:16.761113,Add to Cart,Mobile,North,Organic,Fashion,0.0,Yes
USR-00093,SES-00093,2026-01-01 06:28:45.019275,Browse,Tablet,West,Organic,Beauty,0.0,Yes
USR-00094,SES-00094,2025-12-13 09:45:42.995863,Browse,Desktop,South,Social Media,Sports,0.0,Yes
USR-00095,SES-00095,2025-12-13 00:40:03.451021,Browse,Desktop,West,Email,Sports,0.0,Yes
USR-00096,SES-00096,2026-01-03 15:59:44.610707,Browse,Desktop,South,Email,Fashion,0.0,Yes
USR-00097,SES-00097,2026-01-06 14:51:16.587518,Browse,Tablet,West,Social Media,Electronics,0.0,Yes
USR-00097,SES-00097,2026-01-06 14:56:16.587518,Add to Cart,Tablet,West,Social Media,Electronics,0.0,Yes
USR-00098,SES-00098,2026-01-06 21:09:55.093060,Browse,Desktop,North,Email,Beauty,0.0,Yes
USR-00098,SES-00098,2026-01-06 21:12:55.093060,Add to Cart,Desktop,North,Email,Beauty,0.0,Yes
USR-00099,SES-00099,2025-12-16 02:22:25.584704,Browse,Tablet,East,Google Ads,Electronics,0.0,Yes
USR-00099,SES-00099,2025-12-16 02:25:25.584704,Add to Cart,Tablet,East,Google Ads,Electronics,0.0,Yes
USR-00100,SES-00100,2025-12-16 04:41:53.318430,Browse,Desktop,West,Social Media,Fashion,0.0,Yes
USR-00100,SES-00100,2025-12-16 04:45:53.318430,Add to Cart,Desktop,West,Social Media,Fashion,0.0,Yes
USR-00101,SES-00101,2026-01-07 10:05:04.826890,Browse,Mobile,East,Email,Home,0.0,Yes
USR-00101,SES-00101,2026-01-07 10:10:04.826890,Add to Cart,Mobile,East,Email,Home,0.0,Yes
USR-00102,SES-00102,2026-01-02 03:08:08.164006,Browse,Mobile,South,Google Ads,Sports,0.0,Yes
USR-00103,SES-00103,2025-12-17 20:09:57.672586,Browse,Mobile,East,Google Ads,Beauty,0.0,Yes
USR-00103,SES-00103,2025-12-17 20:13:57.672586,Add to Cart,Mobile,East,Google Ads,Beauty,0.0,Yes
USR-00103,SES-00103,2025-12-17 20:17:57.672586,Checkout,Mobile,East,Google Ads,Beauty,0.0,Yes
USR-00104,SES-00104,2025-12-11 23:17:18.563206,Browse,Desktop,West,Email,Fashion,0.0,Yes
USR-00104,SES-00104,2025-12-11 23:21:18.563206,Add to Cart,Desktop,West,Email,Fashion,0.0,Yes
USR-00105,SES-00105,2025-12-12 09:42:15.657220,Browse,Desktop,West,Email,Sports,0.0,Yes
USR-00106,SES-00106,2026-01-07 19:22:00.320901,Browse,Desktop,West,Organic,Sports,0.0,Yes
USR-00106,SES-00106,2026-01-07 19:27:00.320901,Add to Cart,Desktop,West,Organic,Sports,0.0,Yes
USR-00107,SES-00107,2025-12-24 03:34:57.612164,Browse,Desktop,East,Social Media,Sports,0.0,Yes
USR-00108,SES-00108,2025-12-20 16:20:36.078998,Browse,Tablet,West,Email,Beauty,0.0,Yes
USR-00108,SES-00108,2025-12-20 16:24:36.078998,Add to Cart,Tablet,West,Email,Beauty,0.0,Yes
USR-00109,SES-00109,2025-12-30 06:51:13.317924,Browse,Desktop,East,Social Media,Fashion,0.0,Yes
USR-00109,SES-00109,2025-12-30 06:53:13.317924,Add to Cart,Desktop,East,Social Media,Fashion,0.0,Yes
USR-00109,SES-00109,2025-12-30 06:57:13.317924,Checkout,Desktop,East,Social Media,Fashion,0.0,Yes
USR-00110,SES-00110,2025-12-16 20:18:16.022046,Browse,Mobile,South,Email,Sports,0.0,Yes
USR-00110,SES-00110,2025-12-16 20:23:16.022046,Add to Cart,Mobile,South,Email,Sports,0.0,Yes
USR-00111,SES-00111,2025-12-19 14:07:14.398021,Browse,Desktop,South,Organic,Home,0.0,Yes
USR-00111,SES-00111,2025-12-19 14:10:14.398021,Add to Cart,Desktop,South,Organic,Home,0.0,Yes
USR-00111,SES-00111,2025-12-19 14:14:14.398021,Checkout,Desktop,South,Organic,Home,0.0,Yes
USR-00111,SES-00111,2025-12-19 14:16:14.398021,Purchase,Desktop,South,Organic,Home,182.3,No
USR-00112,SES-00112,2026-01-02 01:02:08.542092,Browse,Tablet,South,Organic,Electronics,0.0,Yes
USR-00112,SES-00112,2026-01-02 01:04:08.542092,Add to Cart,Tablet,South,Organic,Electronics,0.0,Yes
USR-00112,SES-00112,2026-01-02 01:08:08.542092,Checkout,Tablet,South,Organic,Electronics,0.0,Yes
USR-00112,SES-00112,2026-01-02 01:12:08.542092,Purchase,Tablet,South,Organic,Electronics,143.79,No
USR-00113,SES-00113,2025-12-26 04:38:05.061480,Browse,Desktop,West,Organic,Home,0.0,Yes
USR-00113,SES-00113,2025-12-26 04:40:05.061480,Add to Cart,Desktop,West,Organic,Home,0.0,Yes
USR-00113,SES-00113,2025-12-26 04:43:05.061480,Checkout,Desktop,West,Organic,Home,0.0,Yes
USR-00114,SES-00114,2025-12-30 19:35:18.246951,Browse,Desktop,North,Google Ads,Sports,0.0,Yes
USR-00114,SES-00114,2025-12-30 19:38:18.246951,Add to Cart,Desktop,North,Google Ads,Sports,0.0,Yes
USR-00114,SES-00114,2025-12-30 19:41:18.246951,Checkout,Desktop,North,Google Ads,Sports,0.0,Yes
USR-00115,SES-00115,2025-12-18 17:30:42.630322,Browse,Tablet,West,Organic,Home,0.0,Yes
USR-00115,SES-00115,2025-12-18 17:33:42.630322,Add to Cart,Tablet,West,Organic,Home,0.0,Yes
